week,Australia,Austria,Bahrain,Belgium,Brazil,Canada,Channel Islands,Cyprus,Czech Republic,Denmark,EIRE,European Community,Finland,France,Germany,Greece,Iceland,Israel,Italy,Japan,Korea,Lebanon,Lithuania,Malta,Netherlands,Nigeria,Norway,Poland,Portugal,RSA,Saudi Arabia,Singapore,Spain,Sweden,Switzerland,Thailand,USA,United Arab Emirates,United Kingdom,Unspecified,West Indies
2010-12-12,517.8,0.0,0.0,0.0,0.0,0.0,727.06,0.0,,2563.0,5412.15,,0.0,8036.42,6830.47,0.0,1423.58,0.0,0.0,11179.39,,,126.0,0.0,0.0,,3735.96,0.0,3377.39,0.0,,0.0,349.44,0.0,0.0,,0.0,0.0,331660.73,0.0,
2010-12-19,415.7,277.2,0.0,625.16,0.0,0.0,0.0,1590.82,,0.0,1871.9,,892.8,551.12,5173.14,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,463.5,0.0,,0.0,1049.01,3834.2999999999997,0.0,,0.0,0.0,147026.08,0.0,
2010-12-26,0.0,0.0,0.0,838.65,0.0,0.0,0.0,0.0,,0.0,1052.15,,0.0,1702.87,2023.51,0.0,0.0,0.0,383.7,0.0,,,,0.0,8591.88,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1001.52,,0.0,0.0,30514.83,0.0,
2011-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2011-01-09,7154.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,258.0,,0.0,3369.29,3976.13,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,1100.16,0.0,,0.0,1138.67,547.56,0.0,,0.0,0.0,97321.08,0.0,
2011-01-16,721.1,0.0,0.0,651.16,0.0,0.0,0.0,547.5,,0.0,16774.72,,0.0,5956.76,2364.71,0.0,0.0,0.0,1608.66,0.0,,,,0.0,10389.06,,0.0,0.0,0.0,0.0,,0.0,6280.150000000001,0.0,0.0,,0.0,0.0,109421.12,0.0,
2011-01-23,757.5500000000001,0.0,0.0,225.6,0.0,0.0,0.0,0.0,,0.0,3222.42,,661.58,3516.07,1512.42,0.0,0.0,0.0,341.0,0.0,,,,0.0,16087.619999999999,,0.0,613.22,2271.62,0.0,,0.0,793.97,0.0,3604.63,,0.0,0.0,142150.28,0.0,
2011-01-30,384.68,0.0,0.0,323.44,0.0,0.0,675.58,0.0,,0.0,1649.05,,227.44,1306.03,6725.37,2661.24,475.39,0.0,452.84999999999997,0.0,,1693.88,,0.0,0.0,,0.0,0.0,683.9300000000001,0.0,,2053.07,1873.3,2938.7599999999998,626.6,,0.0,0.0,80538.16,0.0,
2011-02-06,0.0,518.36,0.0,213.89999999999998,0.0,0.0,0.0,0.0,,0.0,1815.43,,0.0,5980.94,4434.0,0.0,0.0,0.0,0.0,45.57,,,,0.0,348.93,,334.4,337.2,0.0,0.0,,0.0,906.23,509.5,693.3299999999999,,0.0,0.0,89957.44,0.0,
2011-02-13,259.95,0.0,0.0,315.81,0.0,0.0,0.0,1993.96,,0.0,0.0,,0.0,978.44,2876.8,0.0,0.0,0.0,0.0,5735.24,,,,0.0,1306.28,,0.0,266.85,0.0,0.0,,0.0,762.11,0.0,0.0,,0.0,0.0,73519.98,0.0,
2011-02-20,14022.92,0.0,0.0,1119.2,0.0,0.0,1784.71,1698.9,,399.22,6830.89,,0.0,2399.86,1495.47,0.0,0.0,779.1,256.0,0.0,,,,0.0,0.0,,296.5,0.0,0.0,0.0,,0.0,446.16,0.0,0.0,,0.0,889.24,93632.23,0.0,
2011-02-27,412.55,0.0,0.0,382.21,0.0,0.0,0.0,641.38,,0.0,1480.2,,205.16,1297.18,3106.99,0.0,0.0,0.0,0.0,0.0,,,,0.0,21491.18,,0.0,0.0,973.6500000000001,0.0,145.92,0.0,0.0,0.0,1519.67,,0.0,0.0,99031.27,0.0,
2011-03-06,16726.84,166.04,0.0,1119.07,0.0,0.0,828.84,0.0,549.26,0.0,3726.64,,4969.22,3488.18,1487.78,387.31,0.0,0.0,463.63,32.85,,,,0.0,0.0,,984.6500000000001,0.0,240.25,0.0,,0.0,471.8,0.0,441.92,,0.0,0.0,81516.54,0.0,
2011-03-13,210.9,0.0,0.0,0.0,0.0,0.0,2680.4900000000002,938.39,0.0,0.0,9536.36,,0.0,1056.1399999999999,2689.61,0.0,0.0,0.0,0.0,16.05,,,,0.0,444.8,,0.0,0.0,1570.19,0.0,,0.0,0.0,122.39999999999999,439.28,,0.0,0.0,92633.39,0.0,
2011-03-20,0.0,0.0,0.0,583.37,0.0,140.54,0.0,0.0,0.0,3978.9900000000002,6538.14,,409.2,1623.76,4418.76,0.0,0.0,0.0,1017.68,0.0,,,,0.0,117.92999999999999,,120.33,317.78,0.0,0.0,,0.0,1218.95,4400.28,0.0,,0.0,0.0,113393.11,0.0,
2011-03-27,286.25,1542.08,0.0,1799.49,0.0,0.0,0.0,0.0,0.0,0.0,1165.82,,0.0,3143.09,3971.32,0.0,0.0,0.0,0.0,0.0,,,,0.0,1799.22,,160.33,0.0,274.6,0.0,,0.0,2854.9,197.9,490.78000000000003,,0.0,0.0,112232.65,0.0,
2011-04-03,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2114.59,,558.4,7120.64,2173.9,0.0,0.0,0.0,325.5,0.0,,,,0.0,20054.54,,0.0,0.0,816.0600000000001,0.0,,0.0,817.5,0.0,940.1700000000001,,0.0,0.0,108705.73,0.0,
2011-04-10,421.6,0.0,0.0,731.85,0.0,0.0,0.0,0.0,0.0,0.0,3987.52,,367.0,2222.0499999999997,2762.0,609.74,636.25,0.0,482.78999999999996,3599.38,,,,0.0,2284.2,,0.0,705.8399999999999,481.46000000000004,0.0,,8209.58,0.0,0.0,0.0,,0.0,0.0,92460.66,0.0,
2011-04-17,0.0,0.0,0.0,492.73,1143.6,0.0,293.0,0.0,0.0,0.0,1445.27,,679.92,1299.42,4070.63,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,1206.29,0.0,,0.0,269.95,486.1,888.25,,0.0,0.0,122567.941,299.1,
2011-04-24,0.0,0.0,0.0,269.66,,0.0,0.0,0.0,0.0,0.0,367.62,,642.0,1247.75,3637.55,0.0,0.0,0.0,255.04000000000002,2949.12,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1079.4,0.0,1188.69,,383.95,0.0,104069.24,0.0,
2011-05-01,0.0,680.78,0.0,495.24,,0.0,0.0,0.0,0.0,0.0,362.9,191.4,0.0,369.64000000000004,2591.01,0.0,0.0,0.0,0.0,0.0,,,,0.0,692.36,,0.0,0.0,0.0,0.0,,0.0,436.3,323.0,0.0,,0.0,0.0,67331.93000000001,0.0,
2011-05-08,0.0,165.85,0.0,531.05,,534.24,0.0,0.0,0.0,0.0,6262.78,0.0,0.0,3151.77,1509.2,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,154.8,0.0,0.0,,0.0,1902.71,0.0,2388.31,,0.0,0.0,114728.47,0.0,
2011-05-15,475.16,0.0,459.4,662.72,,0.0,0.0,0.0,0.0,515.7,603.78,0.0,0.0,5511.17,14885.61,0.0,0.0,0.0,0.0,1351.45,,,,0.0,17302.86,,0.0,0.0,1160.5500000000002,0.0,,0.0,0.0,2566.38,315.3,,0.0,0.0,132187.49,852.68,
2011-05-22,12691.16,0.0,89.0,297.38,,0.0,1207.24,0.0,0.0,0.0,7613.84,0.0,0.0,5363.39,4545.21,0.0,0.0,0.0,0.0,0.0,,,,0.0,1027.12,,0.0,0.0,0.0,0.0,,0.0,0.0,115.60000000000001,0.0,,0.0,0.0,163319.98,0.0,
2011-05-29,472.09,1083.58,,1241.25,,0.0,0.0,0.0,0.0,0.0,1501.79,0.0,0.0,3129.71,3641.89,0.0,0.0,0.0,0.0,0.0,,,,0.0,10372.88,,0.0,1367.57,3041.6800000000003,0.0,,0.0,48.4,0.0,0.0,,0.0,0.0,121076.06,0.0,
2011-06-05,0.0,0.0,,1381.04,,0.0,0.0,1109.32,0.0,0.0,0.0,387.05,0.0,3901.35,3810.09,0.0,0.0,0.0,587.45,0.0,,,,0.0,6325.62,,0.0,25.0,0.0,0.0,,0.0,1570.8899999999999,121.55,906.4,,0.0,0.0,82246.14,0.0,
2011-06-12,0.0,0.0,,837.08,,0.0,0.0,0.0,0.0,1621.25,5548.02,45.0,0.0,3840.3,2198.54,0.0,382.52,0.0,202.07,0.0,,,,833.16,511.58,,0.0,0.0,395.15000000000003,0.0,,0.0,1270.65,319.95,6819.76,,0.0,0.0,169194.05,0.0,
2011-06-19,23426.81,0.0,,992.02,,0.0,2060.0299999999997,0.0,0.0,0.0,7247.19,0.0,0.0,5981.6,3240.99,0.0,0.0,0.0,0.0,0.0,,,,0.0,5683.0599999999995,,0.0,318.65000000000003,489.31,0.0,,0.0,1702.96,0.0,0.0,,0.0,0.0,120797.68000000001,0.0,
2011-06-26,0.0,0.0,,900.78,,1171.46,0.0,0.0,0.0,1639.9,2539.21,0.0,329.56,2479.04,2900.32,0.0,0.0,0.0,0.0,1607.04,,,,30.0,792.39,,5886.860000000001,0.0,0.0,0.0,,0.0,95.19999999999999,390.5,1084.39,,0.0,0.0,90786.39,185.78,
2011-07-03,1760.96,0.0,,163.9,,0.0,0.0,0.0,0.0,0.0,6295.75,0.0,0.0,787.38,1270.52,0.0,0.0,0.0,0.0,0.0,,,,0.0,14028.46,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,360.8,,0.0,0.0,91812.15,0.0,
2011-07-10,0.0,0.0,,1022.82,,0.0,0.0,0.0,0.0,0.0,205.60000000000002,0.0,632.44,3386.58,3644.65,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,4840.21,2825.1,626.88,,0.0,0.0,114199.46,0.0,
2011-07-17,3698.45,484.86,,45.599999999999994,,1768.58,0.0,0.0,0.0,0.0,1802.07,0.0,1710.39,2900.4900000000002,4086.29,421.24,0.0,1430.75,0.0,0.0,,,,0.0,0.0,,0.0,687.3,1452.2,0.0,,0.0,312.9,0.0,0.0,,0.0,0.0,97244.71,252.05,
2011-07-24,1147.13,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,15723.39,676.8,653.9,2378.61,6681.62,0.0,0.0,0.0,0.0,174.0,,,,0.0,26.02,,890.0699999999999,0.0,835.65,0.0,,3949.32,301.52,0.0,0.0,,0.0,0.0,134081.78,0.0,
2011-07-31,118.8,707.09,,1407.15,,0.0,0.0,0.0,0.0,376.24,21379.91,,0.0,882.65,1957.02,0.0,0.0,0.0,147.1,3680.4,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2170.29,3976.99,2774.97,,0.0,0.0,124542.861,546.43,
2011-08-07,0.0,0.0,,1133.51,,0.0,759.56,0.0,0.0,0.0,5917.83,,360.81,2629.35,4920.42,0.0,584.9100000000001,0.0,959.5,0.0,,,,0.0,0.0,,0.0,275.88,0.0,0.0,,0.0,867.43,612.0,4008.62,,0.0,0.0,133155.37,0.0,
2011-08-14,608.76,981.38,,678.87,,0.0,0.0,0.0,0.0,213.15,5921.04,,605.14,707.88,519.63,0.0,0.0,0.0,721.95,0.0,,,,0.0,32474.97,,2025.81,0.0,0.0,0.0,,0.0,0.0,249.10000000000002,292.69,,0.0,0.0,97651.84,0.0,
2011-08-21,21880.44,534.7,,789.87,,0.0,1432.0,0.0,0.0,0.0,3626.35,,0.0,3647.0,2448.94,0.0,0.0,4873.8099999999995,0.0,0.0,,,,905.5,0.0,,0.0,0.0,1221.4,0.0,,0.0,445.25,185.9,668.58,,0.0,0.0,125420.95,0.0,
2011-08-28,0.0,0.0,,752.79,,51.559999999999995,2705.22,0.0,0.0,0.0,1502.16,,410.55,4676.43,5491.25,0.0,0.0,0.0,309.5,0.0,,,,213.5,7852.84,,0.0,0.0,0.0,0.0,,0.0,1755.83,353.86,0.0,,0.0,0.0,121444.74,531.03,
2011-09-04,2941.7200000000003,0.0,,841.26,,,0.0,0.0,0.0,0.0,5258.73,,230.3,3984.88,8696.92,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,509.01,125.92,317.0,0.0,,0.0,278.4,309.45,0.0,,0.0,975.54,89577.65,,
2011-09-11,147.7,0.0,,1087.7,,,0.0,0.0,0.0,0.0,16138.34,,0.0,7533.43,3909.71,0.0,0.0,0.0,0.0,0.0,,,,0.0,2133.24,,2608.11,529.25,0.0,0.0,,0.0,1552.34,0.0,200.0,,0.0,0.0,131164.24,,
2011-09-18,519.89,0.0,,0.0,,,0.0,0.0,0.0,0.0,1474.64,,319.6,3137.7999999999997,1808.45,0.0,0.0,0.0,0.0,112.07999999999998,,,,0.0,8281.12,,562.54,0.0,0.0,0.0,,0.0,0.0,4114.08,903.28,,0.0,0.0,187934.5,,
2011-09-25,825.9200000000001,0.0,,1648.05,,,1062.1,196.35,0.0,3850.9,7585.41,,555.55,6742.7,6637.74,0.0,0.0,0.0,279.8,0.0,,,,0.0,16522.9,,4733.03,0.0,1116.22,0.0,,0.0,3346.4,0.0,4865.59,,0.0,37.5,249563.051,,
2011-10-02,671.5,0.0,,829.99,,,261.65,0.0,0.0,719.26,10538.37,,0.0,4179.53,2878.93,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,266.25,0.0,0.0,0.0,,0.0,290.5,151.68,2315.99,,0.0,,170904.201,,
2011-10-09,17150.53,0.0,,346.68,,,1761.0,796.74,277.48,891.4,1325.44,,310.0,3607.2599999999998,11000.3,0.0,0.0,138.03,0.0,0.0,,,,0.0,1105.33,,0.0,0.0,1730.77,0.0,,0.0,422.8,0.0,2539.56,,0.0,,253713.54,,
2011-10-16,0.0,0.0,,2630.93,,,862.3199999999999,2876.85,,171.66,7396.47,,1595.43,6911.9,7149.37,0.0,0.0,,318.06,0.0,,,,0.0,0.0,,889.51,0.0,2853.4900000000002,1002.3100000000001,,999.26,3528.34,15.0,2204.33,,1579.51,,161438.54,,
2011-10-23,0.0,1043.78,,659.75,,,0.0,739.28,,427.7,13851.42,,0.0,3849.8599999999997,9911.85,0.0,0.0,,1193.32,0.0,,,,0.0,29608.1,,0.0,0.0,1315.2,,,6068.0599999999995,1658.6,5296.96,0.0,,731.6899999999999,,179106.07,,
2011-10-30,0.0,0.0,,1585.17,,,0.0,0.0,,0.0,1147.68,,701.79,18631.11,2791.37,0.0,0.0,,1660.49,1948.0400000000002,,,,0.0,9995.220000000001,,2797.7200000000003,0.0,0.0,,,,3027.2,454.2,2911.3,,0.0,,190034.2,,
2011-11-06,1600.92,0.0,,2135.88,,,1303.14,0.0,,0.0,2643.96,,1536.18,5089.46,2958.78,0.0,1294.32,,523.74,0.0,,,,0.0,4486.91,,730.79,1361.23,202.3,,,,1111.27,671.69,6207.67,,0.0,,226770.53,,
2011-11-13,0.0,586.85,,1261.05,,,0.0,0.0,,0.0,8847.1,,0.0,6934.66,5368.67,0.0,0.0,,0.0,0.0,,,,0.0,9823.12,,0.0,,527.5600000000001,,,,1522.7,223.68,292.58,,0.0,,229378.01,,
2011-11-20,5355.4,742.9300000000001,,2798.53,,,211.63,460.89,,1794.05,10641.82,,642.67,9226.33,10179.24,0.0,0.0,,1611.3600000000001,4808.48,,,,743.43,556.74,,936.64,,569.4399999999999,,,,2278.29,1420.1399999999999,925.64,,0.0,,221870.29,,
2011-11-27,286.4,0.0,,301.25,,,0.0,,,0.0,4463.97,,310.0,5191.91,6855.72,0.0,0.0,,2753.8,0.0,,,,,10888.24,,2016.78,,1289.6,,,,3595.96,406.72,430.57,,0.0,,210741.76,,
2011-12-04,,0.0,,592.22,,,0.0,,,905.52,4923.96,,2029.05,8922.58,5390.88,0.0,0.0,,0.0,3651.6,,,,,119.0,,2843.29,,1492.93,,,,170.74,0.0,262.5,,269.96,,220213.99,,
2011-12-11,,683.2,,1107.41,,,198.4,,,168.9,5528.43,,,3752.39,6041.43,680.99,224.82,,200.45000000000002,,,,,,11728.02,,2785.7000000000003,,1371.26,,,,316.21,238.0,,,615.28,,372946.26,,
